id,mol_name,formula,kegg_id,pubchem_sid
458,Oxidized glutathione,C20H32N6O12S2,C00127,3427
459,Methanol,CH4O,C00132,3432
460,D-Alanine,C3H7NO2,C00133,3433
461,IMP,C10H13N4O8P,C00130,3430
462,dATP,C10H16N5O12P3,C00131,3431
463,Putrescine,C4H12N2,C00134,3434
464,L-Histidine,C6H9N3O2,C00135,3435
465,5-Oxoavermectin ''2b'' aglycone,C33H46O9,C11954,14115
466,Avermectin B2b aglycone,C33H48O9,C11955,14116
467,(+)-Isomenthone,C10H18O,C11952,14113
468,"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone",C33H48O8,C11953,14114
469,3-Isopropylbut-3-enoic acid,C7H12O2,C11950,14111
470,(+)-cis-Isopulegone,C10H16O,C11951,14112
471,"2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA",C31H50N7O18P3S,C11948,14109
472,3-Isopropylbut-3-enoyl-CoA,C28H46N7O17P3S,C11949,14110
473,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,C11946,14107
474,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C31H52N7O18P3S,C11947,14108
475,Hydantoin,C3H4N2O2,C05146,7564
476,Toxyl angelate,C18H20O4,C08981,11173
477,Xylitol 5-phosphate,C5H13O8P,C02895,5824
478,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]-(S)-alanine benzyl ester",C25H28N2O7S,C01316,4531
479,Hydrogen cyanide,CHN,C01326,4537
480,"2,5-Diamino-6-hydroxy-4-(5'-phosphoribosylamino)-pyrimidine",C9H16N5O8P,C01304,4522
481,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine",C14H21NO11,C01310,4525
482,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al",C27H46O4,C01301,4519
483,1-(2-Carboxyphenylamino)-1'-deoxy-D-ribulose 5'-phosphate,C12H16NO9P,C01302,4520
484,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]-(S)-alanine",C16H20N2O6S,C01314,4529
485,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(acetylthio)methyl-1-oxoprolyl]glycine benzyl ester",C24H26N2O7S,C01315,4530
486,Prostaglandin I2,C20H32O5,C01312,4527
487,"(S)-N-[3-(3,4-Methylenedioxyphenyl)-2-(mercaptomethyl)-1-oxoprolyl]glycine",C15H18N2O6S,C01313,4528
488,3-Aminoisobutanoate,C4H9NO2,C05145,7563
489,Dihydromyricetin,C15H12O8,C02906,5833
490,Clitidine 5'-phosphate,C11H15N2O9P,C08429,10624
491,Convicine,C10H15N3O8,C08430,10625
492,Progoitrin,C11H18NO10S2-,C08425,10620
493,Sinalbin,C14H18NO10S2-,C08426,10621
494,Sinigrin,C10H16NO9S2-,C08427,10622
495,(N-Sulfoindol-3-yl)methylglucosinolate,C16H18N2O12S3-2,C08428,10623
496,Glucoraphenin,C12H20NO10S3-,C08420,10616
497,4-Hydroxyglucobrassicin,C16H19N2O10S2-,C08422,10617
498,4-Methoxyglucobrassicin,C17H21N2O10S2-,C08423,10618
499,Neoglucobrassicin,C17H21N2O10S2-,C08424,10619
500,Dhurrin,C14H17NO7,C05143,7561
501,Estriol,C18H24O3,C05141,7560
502,3-methylthiopropanaldoxime,C5H11NOS,"",""
503,5-(5'-phospho-D-ribosyl-aminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide,C15H25N5O15P2,"",3079
504,3-thiazol-2'-yl-indole,C11H8N2S,"",586933
505,indole carboxyl thiazole,C12H8N2O2S,"",""
506,indole-S-cysteine-adduct,C12H14N2O3S,"",""
507,4-diphosphocytidyl-2-C-methylerythritol,C14H25N3O14P2,"",2503
508,4-diphosphocytidyl-2-C-methylerythritol 2-phosphate,C14H26N3O17P3,"",2504
509,(R)-Hydroxyglutarate,C5H8O5,C02911,5835
510,2-Propenyl glucosinolate,C10H16KNO9S2,"",215746
511,gamma-butyrobetaine-CoA,C28H50N8O17P3S,"",2734
512,Acetylcholine,C7H16NO2+,C01996,5093
513,Acetone oxime,C3H7NO,C01995,5092
514,Allyl alcohol,C3H6O,C02001,5097
515,Acrylonitrile,C3H3N,C01998,5095
516,3-Ethylmalate,C6H10O5,C01989,5086
517,2-Nitrophenol,C6H5NO3,C01988,5085
518,5'-Oxoinosine,C10H10N4O5,C01993,5090
519,3-Oxalomalate,C6H6O8,C01990,5087
520,Aspulvinone E,C17H12O5,C02006,5102
521,Aristolochene,C15H24,C02004,5100
522,16alpha-Hydroxydehydroepiandrosterone,C19H28O3,C05139,7558
523,17alpha-Hydroxypregnenolone,C21H32O3,C05138,7557
524,Glaucolide B,C21H26O10,C09465,11656
525,Ipecoside,C27H35NO12,C09464,11655
526,Glaucolide A,C23H28O10,C09463,11654
527,(-)-alpha-Hydrastine,C21H21NO6,C09462,11653
528,Hernandezine,C39H44N2O7,C09461,11652
529,Heliamine,C11H15NO2,C09460,11651
530,Hasubanonine,C21H27NO5,C09459,11650
531,Gyrocarpine,C37H40N2O6,C09458,11649
532,Glaziovine,C18H19NO3,C09457,11648
533,Geigerin,C15H20O4,C09456,11647
534,Glitoxin,C13H14N2O4S2,C10595,12778
535,Halfordinol,C14H10N2O2,C10596,12779
536,Harringtonine,C28H37NO9,C10597,12780
537,Himbacine,C22H35NO2,C10598,12781
538,Homaline,C30H42N4O2,C10599,12782
539,Ibotenic acid,C5H6N2O4,C10600,12783
540,Isoficine,C20H19NO4,C10601,12784
541,Lilaline,C20H17NO7,C10602,12785
542,Lunarine,C25H31N3O4,C10603,12786
543,Lythramine,C29H37NO5,C10604,12787
544,3-Hydroxy-L-glutamate,C5H9NO5,C03066,5966
545,3-Guanidinopropanoate,C4H9N3O2,C03065,5965
546,3-Hydroxyhexobarbital,C12H16N2O4,C03068,5968
547,3-Hydroxybenzaldehyde,C7H6O2,C03067,5967
548,3-Oxo-5beta-cholanate,C24H38O3,C03070,5970
549,3-Methylcrotonyl-CoA,C26H42N7O17P3S,C03069,5969
550,3alpha-Hydroxysteroid,C19H32O,C03072,5972
551,(-)-Chimonanthine,C22H26N4,C09133,11325
552,Ceceline,C19H16N2O2,C09130,11322
553,Chanoclavine-I,C16H20N2O,C09131,11323
554,Marrubiin,C20H28O4,C09128,11320
555,Catharine,C46H54N4O10,C09129,11321
556,Genistein 7-O-beta-D-glucoside,C21H20O10,C09126,11318
557,Mancinellin,C36H52O8,C09127,11319
558,2-Ketoepimanool,C20H32O2,C09124,11316
559,Lathyrol,C20H30O4,C09125,11317
560,Rutacridone epoxide,C19H17NO4,C10739,12922
561,Skimmianine,C14H13NO4,C10740,12923
562,Swietenidin B,C11H11NO3,C10741,12924
563,Tryptanthrine,C15H8N2O2,C10742,12925
564,Ribalinium,C16H20NO4+,C10735,12918
565,Robustine,C12H9NO3,C10736,12919
566,Phrymarolin I,C24H24O11,C10737,12920
567,Rutacridone,C19H17NO3,C10738,12921
568,Vasicinol,C11H12N2O2,C10743,12926
569,Vasicinone,C11H10N2O2,C10744,12927
570,Dehydrodieugenol,C20H22O4,C10550,12733
571,Cubebin,C20H20O6,C10549,12732
572,Urethane,C3H7NO2,C01537,4698
573,4'-Demethyldeoxypodophyllotoxin,C21H20O7,C10552,12735
574,5'-Demethoxydeoxypodophyllotoxin,C21H20O6,C10551,12734
575,Austrobailignan 1,C21H18O7,C10546,12729
576,(-)-Arctigenin,C21H24O6,C10545,12728
577,Cleistanthin A,C28H28O11,C10548,12731
578,Burseran,C22H26O6,C10547,12730
579,1-Hydroxy-2-naphthaldehyde,C11H8O2,C11427,13599
580,cis-4-(1'-Hydroxynaphth-2'-yl)-2-oxobut-3-enoate,C14H10O4,C11426,13598
581,2-Hydroxy-2H-benzo[h]chromene-2-carboxylate,C14H10O4,C11425,13597
582,Phenanthracene,C14H10,C11422,13596
583,"Phenanthrene-1,2-oxide",C14H10O,C11431,13603
584,9-Hydroxyphenanthrene,C14H10O,C11430,13602
585,"Phenanthrene-9,10-oxide",C14H10O,C11429,13601
586,"trans-9(S),10(S)-Dihydrodiolphenanthrene",C14H12O2,C11428,13600
587,1-Methoxyphenanthrene,C15H12O,C11433,13605
588,1-Phenanthrol,C14H10O,C11432,13604
589,Glutinosone,C14H20O2,C09673,11863
590,Ofloxacin,C18H20FN3O4,C07321,9529
591,Graphinone,C16H24O5,C09674,11864
592,Olanzapine,C17H20N4S,C07322,9530
593,Tiliacorine,C36H36N2O5,C09667,11857
594,Olsalazine,C14H10N2O6,C07323,9531
595,Kolanone,C33H42O4,C09948,12134
596,Ethylene oxide,C2H4O,C06548,8778
597,Ethylene,C2H4,C06547,8777
598,Omeprazole,C17H19N3O3S,C07324,9532
599,Deoxynupharidine,C15H23NO,C09945,12131
600,Rescinnamine,C35H42N2O9,C06540,8770
601,Reserpine,C33H40N2O9,C06539,8769
602,Ajmaline,C20H26N2O2,C06542,8772
603,Deserpidine,C32H38N2O8,C06541,8771
604,Veratridine,C36H51NO11,C06544,8774
605,Solanidine,C27H43NO,C06543,8773
606,Mescaline,C11H17NO3,C06546,8776
607,Conessine,C24H40N2,C06545,8775
608,S-[(E)-Prop-1-enyl]-L-cysteine S-oxide,C6H11NO3S,C08295,10493
609,Quisqualic acid,C5H7N3O5,C08296,10494
610,Clindamycin phosphate,C18H34ClN2O8PS,C11728,13893
611,L-Hypoglycin,C7H11NO2,C08287,10485
612,L-Indospicine,C7H15N3O2,C08288,10486
613,Isowillardiine,C7H9N3O4,C08289,10487
614,L-Lathyrine,C7H10N4O2,C08290,10488
615,3-Methylamino-L-alanine,C4H10N2O2,C08291,10489
616,alpha-(Methylenecyclopropyl)glycine,C6H9NO2,C08292,10490
617,Se-Methyl-L-selenocysteine,C4H9NO2Se,C08293,10491
618,O-Oxalylhomoserine,C6H9NO6,C08294,10492
619,Pepsinostreptin,C33H61N5O9,C11610,13775
620,Nigericin,C40H68O11,C11609,13774
621,Nafenopin glucuronide,C26H30O9,C11608,13773
622,Cinmethylin,C18H26O2,C10903,13086
623,NAc-FnorLRF-amide,C32H46N8O5,C11606,13771
624,NAc-DNP-Cys,C11H11N3O7S,C11605,13770
625,N-tert-Butyloxycarbonyl-deacetyl-leupeptin,C23H44N6O5,C11604,13769
626,Monochloro-monoglutathionyl melphalan,C23H34ClN5O8S,C11603,13768
627,Pristinamycin IA,C45H54N8O10,C11615,13780
628,Phenyl beta-D-glucopyranoside,C12H16O6,C11611,13776
629,N1-Acetylspermidine,C9H21N3O,C00612,3886
630,Phytol,C20H40O,C01389,4582
631,Maleic acid,C4H4O4,C01384,4579
632,2-Benzimidazolylguanidine,C8H9N5,C10898,13081
633,3-Dehydro-L-gulonate,C6H10O7,C00618,3892
634,Carbendazim,C9H9N3O2,C10897,13080
635,3-Oxo-delta4-steroid,C19H28O,C00619,3893
636,dTDP-beta-L-mycarose,C17H28N2O14P2,C06631,8857
637,D-Ribose 1-phosphate,C5H11O8P,C00620,3894
638,Tamoxifen,C26H29NO,C07108,9319
639,Ethylbenzene,C8H10,C07111,9322
640,1-Phenylethanol,C8H10O,C07112,9323
641,Acetophenone,C8H8O,C07113,9324
642,Benzoyl acetate,C9H8O3,C07114,9325
643,Mechlorethamine,C5H11Cl2N,C07115,9326
644,Meclizine,C25H27ClN2,C07116,9327
645,Meclofenamate,C14H11Cl2NO2,C07117,9328
646,Benzoyl acetyl-CoA,C30H42N7O18P3S,C07118,9329
647,Medroxyprogesterone,C22H32O3,C07119,9330
648,N-Acetyl-L-glutamate,C7H11NO5,C00624,3897
649,Cob(II)alamin,C62H89CoN13O14P+2,C00541,3822
650,Cystathionine,C7H14N2O4S,C00542,3823
651,Methysergide,C21H27N3O2,C07199,9408
652,Testosterone,C19H28O2,C00535,3817
653,Cinnamoyl-CoA,C30H42N7O17P3S,C00540,3821
654,Malonamoyl-CoA,C24H39N8O18P3S,C06625,8851
655,Steryl sulfate,C17H28O4S,C02195,5263
656,Pyruvate oxime,C3H5NO3,C02193,5262
657,Thromboxane A2,C20H32O5,C02198,5266
658,Xanthoxin,C15H22O3,C13453,586193
659,Xanthoxic acid,C15H22O4,C13454,586194
660,Loxiglumide,C21H30Cl2N2O5,C12510,582900
661,Ethylenediamine,C2H8N2,C12511,582901
662,Pirenoxine,C16H8N2O5,C12497,582887
663,Bromperidol,C21H23BrFNO2,C12498,582888
664,Maxacalcitol,C26H42O4,C12495,582885
665,Iocarmic acid,C24H20I6N4O8,C12496,582886
666,Nateglinide,C19H27NO3,C12508,582898
667,Adapalene,C28H28O3,C12509,582899
668,Esonarimod,C14H16O4S,C12499,582889
669,Tannic acid,C76H52O46,C13452,586192
670,Azukisaponin III,C42H66O15,C08930,11122
671,Barringtogenol C,C30H50O5,C08931,11123
672,"5,6,7,8-Tetrahydro-2-naphthol",C10H12O,C14309,157593
673,Methoprene,C19H34O3,C14308,179739
674,Z-Tyr-Leu-NHOH,C21H29N3O3,C02203,5271
675,Dicofol,C14H9Cl5O,C14301,151405
676,Di-n-pentyl phthalate,C18H26O4,C14300,151716
677,Equilenin,C18H18O2,C14303,153889
678,Dinoseb,C10H12N2O5,C14302,149960
679,4-Hexyloxyphenol,C12H18O2,C14305,171685
680,Furamizole,C12H8N4O5,C14304,171024
681,11beta-Chloromethylestradiol,C19H25ClO2,C14307,209197
682,"2-FURANACRYLAMIDE, 5-NITRO-",C7H6N2O4,C14306,156174
683,Betaine aldehyde,C5H12NO+,C00576,3855
684,"3',5'-Cyclic AMP",C10H12N5O6P,C00575,3854
685,Mandelonitrile,C8H7NO,C00561,3841
686,Deoxyadenosine,C10H13N5O3,C00559,3839
687,Trimethylamine,C3H9N,C00565,3844
688,Phosphoramidon,C23H34N3O10P,C00563,3843
689,4-Aminobenzoate,C7H7NO2,C00568,3847
690,(3S)-Citryl-CoA,C27H42N7O22P3S,C00566,3845
691,Cyclohexylamine,C6H13N,C00571,3850
692,CDPethanolamine,C11H20N4O11P2,C00570,3849
693,Oxoamide,C10H12N2O2,"",211919
694,4-Oxo-4-(3-pyridyl)-butanoic acid,C9H9NO3,"",585028
695,17-Methyl-19-nortestosterone,C19H28O2,C14491,153863
696,Stenbolone,C20H30O2,C14490,3885500
697,17-Ethinyl testosterone,C21H28O2,C14487,153122
698,Norethindrone enanthate,C27H38O3,C14486,162582
699,19-Nor-P,C20H28O2,C14489,672745
700,21-Fluoroprogesterone,C21H29FO2,C14488,776955
701,17alpha-Methylestradiol,C19H26O2,C14483,208497
702,3beta-Hydroxypregn-5-ene,C21H34O,C14482,679765
703,17beta-Dihydroequilin,C18H22O2,C14485,162043
704,9-Fluoroprednisolone,C21H27FO5,C14484,152775
705,Gentiodelphin,C51H53O28+,C08641,10834
706,"Delphinidin 3,3',5'-tri-O-glucoside",C33H41O22+,C08640,10833
707,Cyanin,C27H31O16+,C08639,10832
708,Tingenone,C28H36O3,C08638,10831
709,Taraxerol,C30H50O,C08637,10830
710,Taraxasterol,C30H50O,C08636,10829
711,Taccalonolide A,C36H46O14,C08635,10828
712,Sapelin A,C30H50O4,C08634,10827
713,Hirsutidin,C18H17O7+,C08643,10836
714,Heavenly blue anthocyanin,C79H91O45+,C08642,10835
715,Dihydroneopterin,C9H13N5O4,C04874,7426
716,"1-Hexadecylthio-2-hexadecanoylamino-1,2-dideoxy-sn-glycero-3-phosphocholine",C39H82N2O6PS+,C04873,7425
717,(RS)-2-[4-(3-Chloro-5-(trifluoromethyl-2-pyridyloxy)phenoxy]-propionic acid,C15H11ClF3NO4,C04871,7423
718,"Methyl(2E,6E)-(10R,11S)-10,11-epoxy-3,7,11-trimethyltrideca-2,6-dienoate",C17H28O3,C04867,7422
719,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine6-sulfate",C14H21NO14S,C04865,7420
720,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine4-sulfate",C14H21NO14S,C04864,7419
721,1-Hexadecylthio-1-deoxy-2-hexadecylphosphono-sn-glycero-3-phosphocholine,C39H84NO7P2S+,C04862,7417
722,"1,3-alpha-D-Mannosyl-1,2-alpha-D-mannosyl-1,2-alpha-D-mannosyl-D-mannose",C24H42O21,C04861,7416
723,"(S)-4,5-Dihydro-2-(6-hydroxy-2-benzothiazolyl)-4-thiazolecarboxylicacid",C11H8N2O3S2,C04860,7415
724,"(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol3-O-beta-D-glucoside",C33H52O9,C04859,7414
725,p-Mercuribenzoate,C7H5HgO2,C00985,4232
726,alpha-D-Galactose,C6H12O6,C00984,4231
727,N-Acetylserotonin,C12H14N2O2,C00978,4227
728,L-Tryptophanamide,C11H13N3O,C00977,4226
729,Renilla luciferin,C26H21N3O3,C00982,4230
730,O-Acetyl-L-serine,C5H9NO4,C00979,4228
731,Dihydrokaempferol,C15H12O6,C00974,4223
732,4-Pyridoxolactone,C8H7NO3,C00971,4220
733,GDP-D-mannuronate,C16H23N5O17P2,C00976,4225
734,Dihydroxyfumarate,C4H4O6,C00975,4224
735,4-Imidazolone-5-acetate,C5H6N2O3,C05133,7553
736,(5-Hydroxyimidazole)-4-acetate,C5H6N2O3,C05134,7554
737,(1-Ribosylimidazole)-4-acetate,C10H14N2O6,C05131,7551
738,2-Hydroxy-3-[4-imidazolyl]-propanoate,C6H8N2O3,C05132,7552
739,"Lutein 5,6-epoxide",C40H56O3,C08602,10795
740,Lycoxanthin,C40H56O,C08603,10796
741,Dimethyl citraconate,C7H10O4,C05126,7547
742,Elastin,C27H48N6O6,C00373,3663
743,N-Methylhistamine,C6H11N3,C05127,7548
744,Oleanoglycotoxin-A,C48H78O18,C08963,11155
745,Tos-Ph-CH2Cl,C14H13ClO2S,C01964,5065
746,5-Hydroxypentanoate,C5H10O3,C02804,5754
747,beta-Hederin,C41H66O11,C08955,11147
748,alpha-Hederin,C41H66O12,C08954,11146
749,Ilexolide A,C35H54O7,C08957,11149
750,Helianthoside A,C53H86O21,C08956,11148
751,Medicagenic acid 3-O-triglucoside,C48H76O21,C08959,11151
752,Silandrin,C25H22O9,C08600,10793
753,Notoginsenoside R1,C47H80O18,C08961,11153
754,Musennin,C51H82O21,C08960,11152
755,Mucronine A,C29H38N4O4,C10009,12195
756,Mucronine B,C28H36N4O4,C10010,12196
757,Acenaphthenequinone,C12H6O2,C02807,5757
758,Tangeretin,C20H20O7,C10190,12376
759,Thymonin,C18H16O8,C10191,12377
760,(L-Seryl)adenylate,C13H20N6O9P+,C05820,8115
761,Ceanothine B,C29H36N4O4,C10001,12187
762,4-Aminobutanoyl-CoA,C25H43N8O17P3S,C02801,5751
763,Frangulanine,C28H44N4O4,C10003,12189
764,Hymenocardine,C37H50N6O6,C10004,12190
765,Integerrenine,C31H42N4O4,C10005,12191
766,Enterochelin,C30H27N3O15,C05821,8116
767,Integerrine,C35H39N5O4,C10007,12193
768,Secologanate,C16H22O10,C01957,5058
769,(S)-Canadine,C20H21NO4,C03329,6176
770,N-(Aminomethyl)urea,C2H7N3O,C06383,8619
771,Fucoxanthin,C42H58O6,C08596,10789
772,dGDP,C10H15N5O10P2,C00361,3652
773,"2-Octaprenyl-6-methoxy-1,4-benzoquinone",C47H70O3,C05813,8108
774,Pregnenolone,C21H32O2,C01953,5056
775,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone",C48H72O3,C05814,8109
776,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",C48H72O4,C05815,8110
777,Aldicarb,C7H14N2O2S,C11015,13198
778,4-Fluoroaniline,C6H6FN,C11014,13197
779,3-Fluoroaniline,C6H6FN,C11013,13196
780,Pencycuron,C19H21ClN2O,C11012,13195
781,Metoxuron,C10H13ClN2O2,C11011,13194
782,2-Fluoroaniline,C6H6FN,C11010,13193
783,Chlorbromuron,C9H10BrClN2O2,C11009,13192
784,"2,6-Dinitrotoluene",C7H6N2O4,C11008,13191
785,Linuron,C9H10Cl2N2O2,C11007,13190
786,"2,4-Dinitrotoluene",C7H6N2O4,C11006,13189
787,(-)-Borneol,C10H18O,C01766,4899
788,(-)-Carvone,C10H14O,C01767,4900
789,Xanthosine,C10H12N4O6,C01762,4895
790,(+)-Borneol,C10H18O,C01765,4898
791,Vomifoliol,C13H20O3,C01760,4893
792,Vomilenine,C21H22N2O3,C01761,4894
793,Triacetate,C6H8O4,C01757,4890
794,Vistamycin,C17H34N4O10,C01759,4892
795,Thiocyanate,CHNS,C01755,4888
796,Thiopurine,C5H4N4S,C01756,4889
797,myo-Inositol 4-phosphate,C6H13O9P,C03546,6349
798,Undecaprenyl diphosphate,C55H92O7P2,C03543,6347
799,2-Hydroxycinnamate,C9H8O3,C03549,6352
800,"trans-2,3-Epoxysuccinate",C4H4O5,C03548,6351
801,(R)-3-Hydroxybutanoyl-CoA,C25H42N7O18P3S,C03561,6354
802,(2-Aminoethyl)phosphonate,C2H8NO3P,C03557,6353
803,1-Pyrroline-2-carboxylate,C5H7NO2,C03564,6356
804,"(S)-Pregn-4-en-3,20-dione",C21H30O2,C03562,6355
805,2'-Phosphoadenylylsulfate,C10H15N5O13P2S,C03568,6360
806,2'-Hydroxydihydrodaidzein,C15H12O5,C03567,6359
807,Kievitone,C20H20O6,C01590,4745
808,"4a-Carboxy-5a-cholesta-8,24-dien-3b-ol",C28H44O3,"",853838
809,1-Caffeoyl-4-deoxyquinic acid,C16H18O8,C10432,12617
810,Caffeic acid 3-glucoside,C15H18O9,C10431,12616
811,1'-Acetoxychavicol acetate,C13H14O4,C10426,12611
812,Hispaglabridin A,C25H28O4,C10425,12610
813,Hildecarpin,C17H14O7,C10424,12609
814,(-)-Glyceollin II,C20H18O5,C10422,12608
815,beta-Asarone,C12H16O3,C10430,12615
816,Apiole,C12H14O4,C10429,12614
817,Anethole,C10H12O,C10428,12613
818,1'-Acetoxyeugenol acetate,C14H16O5,C10427,12612
819,Pergolide,C19H26N2S,C07425,9629
820,Pentoxifylline,C13H18N4O3,C07424,9628
821,Phenacemide,C9H10N2O2,C07428,9632
822,Perphenazine,C21H26ClN3OS,C07427,9631
823,Pentazocine,C19H27NO,C07421,9625
824,Pentamidine,C19H24N4O2,C07420,9624
825,Pentobarbital sodium,C11H17N2NaO3,C07423,9627
826,Pentobarbital,C11H18N2O3,C07422,9626
827,Phenelzine,C8H12N2,C07430,9634
828,Phenazopyridine,C11H11N5,C07429,9633
829,Ceftibuten dihydrate,C15H18N4O8S2,C13654,853995
830,Ampicillin sodium,C16H18N3NaO4S,C13652,853993
831,Difenoxin hydrochloride with atropine sulfate,C62H79ClN4O13S,C13661,854002
832,Tetracycline hydrochloride,C22H25ClN2O8,C13655,853996
833,1-(4'-Hydroxyphenyl)ethanol,C8H10O2,C13638,586254
834,4-Ethylphenol,C8H10O,C13637,586253
835,Debrisoquin,C10H13N3,C13650,7846928
836,m-Chlorophenylbiguanide,C8H10ClN5,C13646,586256
837,Doxycycline hyclate,C46H58Cl2N4O18,C13663,854004
838,Argipressin,C46H65N15O12S2,C13662,854003
839,"(R,S)-Norlaudanosoline",C16H17NO4,C06350,8586
840,(R)-Norlaudanosoline,C16H17NO4,C06351,8587
841,4-O-Methyl-myo-inositol,C7H14O6,C06352,8588
842,6-O-Methyl-myo-inositol,C7H14O6,C06353,8589
843,Cyclohexane,C6H12,C11249,13426
844,(R)-Norcoclaurine,C16H17NO3,C06347,8583
845,6alpha-Glucuronosylhyodeoxycholate,C30H47O10-,C11246,13424
846,Glucuronosyletoposide,C35H39O19-,C11245,13423
847,Cholesteryl palmitate,C43H76O2,C11251,13428
848,Demecolcine,C21H25NO5,C11250,13427
849,Benzophenone,C13H10O,C06354,8590
850,"2,3',4,6-Tetrahydroxybenzophenone",C13H10O5,C06355,8591
851,4-Methylsalicylate,C8H8O3,C14103,854339
852,"cis-1,2-Dihydroxy-1,2-dihydro-7-methylnaphthalene",C11H12O2,C14102,854338
853,2-Naphthoic acid,C11H8O2,C14101,854337
854,4-Formylsalicylic acid,C8H6O4,C14100,854336
855,2-Naphthaldehyde,C11H8O,C14099,854335
856,2-Methylnaphthalene,C11H10,C14098,854334
857,2-Hydroxyisophthalic acid,C8H6O5,C14097,854333
858,3-Formylsalicylic acid,C8H6O4,C14096,854332
859,Lonchocarpenin,C27H28O6,C10491,12674
860,"1,2-Dihydroxy-7-hydroxymethylnaphthalene",C11H10O3,C14105,854341
861,"cis-1,2-Dihydroxy-1,2-dihydro-7-hydroxymethylnaphthalene",C11H12O3,C14104,854340
862,4-Chlorocatechol,C6H5ClO2,C02375,5417
863,Rosmarinic acid,C18H16O8,C10489,12672
864,Dihydrozeatin,C10H15N5O,C02029,5123
865,5-Oxoavermectin ''2a'' aglycone,C34H48O9,C11970,14131
866,Avermectin B2a aglycone,C34H50O9,C11971,14132
867,Avermectin A2a aglycone,C35H52O9,C11972,14133
868,Avermectin B2a monosaccharide,C41H62O12,C11973,14134
869,Avermectin A1b monosaccharide,C41H60O11,C11966,14127
870,Avermectin B1b,C47H70O14,C11967,14128
871,Avermectin A1b,C48H72O14,C11968,14129
872,"6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone",C34H50O8,C11969,14130
873,Avermectin A2a monosaccharide,C42H64O12,C11974,14135
874,Avermectin B2a,C48H74O15,C11975,14136
875,Ornoprostil,C23H38O6,C13341,586085
876,Aluminum monostearate,C18H43AlO4,C13339,586083
877,Miproxifene phosphate,C29H36NO5P,C13325,586069
878,Mepranoprofen arbamel,C20H22N2O4,C13323,586067
879,Pranazepide,C26H19FN4O2,C13330,586074
880,Kad 1229,C38H48CaN2O6,C13326,586070
881,Carbazochrome,C10H12N4O3,C13336,586080
882,Pentetreotide,C63H87N13O19S2,C13331,586075
883,Lornoxicam,C13H10ClN3O4S2,C13338,586082
884,Pelubiprofen,C16H18O3,C13337,586081
885,3-Hydroxy-2-methylpyridine-5-carboxylate,C7H7NO3,C01270,4489
886,"1D-myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,C01272,4491
887,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate",C12H10O4,C01273,4492
888,"5-Formyl-5,6,7,8-tetrahydromethanopterin",C31H45N6O17P,C01274,4493
889,(3E)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C11H8O5,C01275,4494
890,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate",C7H6O6,C01278,4497
891,4-Amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,C01279,4498
892,"Dihydrostreptomycin 3'alpha,6-bisphosphate",C21H43N7O18P2,C01280,4499
893,1-Amino-1-deoxy-scyllo-inositol 4-phosphate,C6H14NO8P,C01283,4502
894,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",C6H17O21P5,C01284,4503
895,alpha-D-Glucose,C6H12O6,C00267,3565
896,3-Dehydrosphinganine,C18H37NO2,C02934,5855
897,Dehydrofalcarinone,C17H20O,C08445,10638
898,Dehydromatricaria ester,C11H8O2,C08446,10639
899,Ustiloxin,C28H43N5O12S,C08442,10636
900,Victorin C,C31H45Cl3N6O13,C08443,10637
901,Falcarindiol,C17H24O2,C08449,10642
902,Falcarinol,C17H24O,C08450,10643
903,Dehydrosafynol,C13H10O2,C08447,10640
904,Eutypine,C12H10O2,C08448,10641
905,Falcarinone,C17H22O,C08451,10644
906,Ichthyotherol,C12H14O2,C08452,10645
907,Phosphatidyl Ethanol,C37H69O8P,"",7889648
908,1-18:2-2-trans-16:1-sn-glycerol-3-phosphate,C37H67O8P,"",""
909,Dioleoyl lecithin,C44H84NO8P,"",682487
