dir_name,common_name,alpha_name,first_char,has_theoretical,image_file,struct_file,date_struct_finalized,struct_source
acetylated_eugenol,acetylated eugenol,acetylatedeugenol,A,no  ,jr_115.png,jr_115.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_116,lignin_cw_compound_116,lignincwcompound116,L,no  ,jr_116.png,jr_116.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringylresinol,Syringylresinol,syringylresinol,S,no  ,jr_117.png,jr_117.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Coniferin_acetate,Coniferin acetate,coniferinacetate,C,no  ,jr_120.png,jr_120.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringin_acetate,Syringin acetate,syringinacetate,S,no  ,jr_121.png,jr_121.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringylresinol_diacetate,Syringylresinol diacetate,syringylresinoldiacetate,S,no  ,jr_123.png,jr_123.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
cis_Ferulic_Acid,cis-Ferulic Acid,cisferulicacid,C,no  ,jr_124.png,jr_124.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_125,lignin_cw_compound_125,lignincwcompound125,L,no  ,jr_125.png,jr_125.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_126,lignin_cw_compound_126,lignincwcompound126,L,no  ,jr_126.png,jr_126.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Dihydrocoumaric_acid,Dihydrocoumaric acid,dihydrocoumaricacid,D,no  ,jr_127.png,jr_127.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_dihydrocoumaric_acid,acetylated dihydrocoumaric acid,acetylateddihydrocoumaricacid,A,no  ,jr_128.png,jr_128.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_coumaric_acid,acetylated coumaric acid,acetylatedcoumaricacid,A,no  ,jr_129.png,jr_129.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_130,lignin_cw_compound_130,lignincwcompound130,L,no  ,jr_130.png,jr_130.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_132,lignin_cw_compound_132,lignincwcompound132,L,no  ,jr_132.png,jr_132.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_134,lignin_cw_compound_134,lignincwcompound134,L,no  ,jr_134.png,jr_134.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_135,lignin_cw_compound_135,lignincwcompound135,L,no  ,jr_135.png,jr_135.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vinyl_guaiacol,Vinyl guaiacol,vinylguaiacol,V,no  ,jr_136.png,jr_136.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_138,lignin_cw_compound_138,lignincwcompound138,L,no  ,jr_138.png,jr_138.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_coniferylaldehyde,acetylated coniferylaldehyde,acetylatedconiferylaldehyde,A,no  ,jr_141.png,jr_141.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_coniferyl_alcohol,acetylated coniferyl alcohol,acetylatedconiferylalcohol,A,no  ,jr_142.png,jr_142.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Acetylated_veratryl_alcohol,"3,4-dimethoxybenzylacetate",dimethoxybenzylacetate,D,no  ,jr_143.png,jr_143.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_dimethoxycinnamyl_alcohol,"3,4-dimethoxycinnamyl alcohol",dimethoxycinnamylalcohol,D,no  ,jr_145.png,jr_145.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_146,lignin_cw_compound_146,lignincwcompound146,L,no  ,jr_146.png,jr_146.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_147,lignin_cw_compound_147,lignincwcompound147,L,no  ,jr_147.png,jr_147.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_methyl_coumarate,methyl 4-acetoxycinnamate,methylacetoxycinnamate,M,no  ,jr_148.png,jr_148.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_methyl_ferulate,acetylated methyl ferulate,acetylatedmethylferulate,A,no  ,jr_149.png,jr_149.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_dimethoxy_cinnamaldehyde,"3,4-dimethoxy cinnamaldehyde",dimethoxycinnamaldehyde,D,no  ,jr_150.png,jr_150.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_154,lignin_cw_compound_154,lignincwcompound154,L,no  ,jr_154.png,jr_154.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Acetylated_sinapaldehyde,Acetylated sinapaldehyde,acetylatedsinapaldehyde,A,no  ,jr_155.png,jr_155.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_5_Trimethoxyacetophenone,"3,4,5-Trimethoxyacetophenone",trimethoxyacetophenone,T,no  ,jr_156.png,jr_156.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
acetylated_p_gluco_cinnamic_acid,acetylated p-gluco cinnamic acid,acetylatedpglucocinnamicacid,A,no  ,jr_158.png,jr_158.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_dimethoxycinnamyl_acetate,"3,4-dimethoxycinnamyl acetate",dimethoxycinnamylacetate,D,no  ,jr_159.png,jr_159.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratryl_glycerol,Veratryl glycerol,veratrylglycerol,V,no  ,jr_160.png,jr_160.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_161,lignin_cw_compound_161,lignincwcompound161,L,no  ,jr_161.png,jr_161.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Erone_diacetate,Erone diacetate,eronediacetate,E,no  ,jr_162.png,jr_162.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratrone_acetate,Veratrone acetate,veratroneacetate,V,no  ,jr_163.png,jr_163.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Pinoresinol_biphenyl,Pinoresinol biphenyl,pinoresinolbiphenyl,P,no  ,jr_164.png,jr_164.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Pinoresinol_biphenyl_acetate,Pinoresinol biphenyl acetate,pinoresinolbiphenylacetate,P,no  ,jr_165.png,jr_165.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Ethyl_vanillin,Ethyl vanillin,ethylvanillin,E,no  ,jr_167.png,jr_167.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Phenylcoumaran_biphenyl_acetate,Phenylcoumaran biphenyl acetate,phenylcoumaranbiphenylacetate,P,no  ,jr_169.png,jr_169.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Phenyl_coumaran_biphenyl,Phenyl coumaran biphenyl,phenylcoumaranbiphenyl,P,no  ,jr_170.png,jr_170.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
1_2_diguaiacylpropane_1_3_diol,"1,2-diguaiacylpropane-1,3-diol",diguaiacylpropanediol,D,no  ,jr_171.png,jr_171.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_acetoxy_acetophenone,4-acetoxy-acetophenone,acetoxyacetophenone,A,no  ,jr_173.png,jr_173.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vanillin_acetate,Vanillin acetate,vanillinacetate,V,no  ,jr_174.png,jr_174.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringic_Acid_Acetate,Syringic Acid Acetate,syringicacidacetate,S,no  ,jr_175.png,jr_175.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Guaiacol_acetate,Guaiacol acetate,guaiacolacetate,G,no  ,jr_176.png,jr_176.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Acetosyringone_acetate,Acetosyringone acetate,acetosyringoneacetate,A,no  ,jr_177.png,jr_177.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Sinapic_acid_acetate,Sinapic acid acetate,sinapicacidacetate,S,no  ,jr_178.png,jr_178.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_acetoxy_3_methoxy_methyl_benzoate,4-acetoxy-3-methoxy methyl benzoate,acetoxymethoxymethylbenzoate,A,no  ,jr_180.png,jr_180.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_c_CA,G-b-S-c-CA,gbscca,G,no  ,jr_181.png,jr_181.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_c_CA_acetate,G-b-S-c-CA (acetate),gbsccaacetate,G,no  ,jr_182.png,jr_182.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_r_S,G-b-S-r-S,gbsrs,G,no  ,jr_183.png,jr_183.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_r_S_acetate,G-b-S-r-S (acetate),gbsrsacetate,G,no  ,jr_184.png,jr_184.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_SA_acetate,S-b-SA (acetate),sbsaacetate,S,no  ,jr_185.png,jr_185.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_CA_acetate,S-b-CA (acetate),sbcaacetate,S,no  ,jr_186.png,jr_186.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_c_CA_acetate,S-c-CA (acetate),sccaacetate,S,no  ,jr_187.png,jr_187.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_SA_acetate,G-b-SA acetate,gbsaacetate,G,no  ,jr_188.png,jr_188.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
2_6_dimethoxyphenol_acetate,"2,6-dimethoxyphenol acetate",dimethoxyphenolacetate,D,no  ,jr_189.png,jr_189.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
phenol_acetate,phenol acetate,phenolacetate,P,no  ,jr_190.png,jr_190.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_191,lignin_cw_compound_191,lignincwcompound191,L,no  ,jr_191.png,jr_191.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_192,lignin_cw_compound_192,lignincwcompound192,L,no  ,jr_192.png,jr_192.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_193,lignin_cw_compound_193,lignincwcompound193,L,no  ,jr_193.png,jr_193.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_r_S_b_G,G-b-S-r-S-b-G,gbsrsbg,G,no  ,jr_194.png,jr_194.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_195,lignin_cw_compound_195,lignincwcompound195,L,no  ,jr_195.png,jr_195.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_196,lignin_cw_compound_196,lignincwcompound196,L,no  ,jr_196.png,jr_196.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_r_S_b_G_acetate,G-b-S-r-S-b-G (acetate),gbsrsbgacetate,G,no  ,jr_197.png,jr_197.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_S_r_S,S-b-S-r-S,sbsrs,S,no  ,jr_198.png,jr_198.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_S_r_S_acetate,S-b-S-r-S (acetate),sbsrsacetate,S,no  ,jr_199.png,jr_199.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vanillyl_alcohol_diacetate,Vanillyl alcohol diacetate,vanillylalcoholdiacetate,V,no  ,jr_200.png,jr_200.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringyl_alcohol_diacetate,Syringyl alcohol diacetate,syringylalcoholdiacetate,S,no  ,jr_201.png,jr_201.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_202,lignin_cw_compound_202,lignincwcompound202,L,no  ,jr_202.png,jr_202.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_methoxy_benzaldehyde,4-methoxy benzaldehyde,methoxybenzaldehyde,M,no  ,jr_203.png,jr_203.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
H_b_H5e,H-b-H5e,hbhe,H,no  ,jr_268.png,jr_268.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_204,lignin_cw_compound_204,lignincwcompound204,L,no  ,jr_204.png,jr_204.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_205,lignin_cw_compound_205,lignincwcompound205,L,no  ,jr_205.png,jr_205.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringaldehyde_acetate,Syringaldehyde acetate,syringaldehydeacetate,S,no  ,jr_206.png,jr_206.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_Acetoxy_benzaldehyde,4-Acetoxy benzaldehyde,acetoxybenzaldehyde,A,no  ,jr_207.png,jr_207.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_Acetoxy_benzoic_acid,4-Acetoxy benzoic acid,acetoxybenzoicacid,A,no  ,jr_208.png,jr_208.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_Methoxy_benzyl_alcohol,4-Methoxy benzyl alcohol,methoxybenzylalcohol,M,no  ,jr_209.png,jr_209.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_210,lignin_cw_compound_210,lignincwcompound210,L,no  ,jr_210.png,jr_210.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Sinapyl_alcohol_diacetate,Sinapyl alcohol diacetate,sinapylalcoholdiacetate,S,no  ,jr_211.png,jr_211.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_212,lignin_cw_compound_212,lignincwcompound212,L,no  ,jr_212.png,jr_212.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_213,lignin_cw_compound_213,lignincwcompound213,L,no  ,jr_213.png,jr_213.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_214,lignin_cw_compound_214,lignincwcompound214,L,no  ,jr_214.png,jr_214.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
p_Methoxy_cinnamaldehyde,p-Methoxy cinnamaldehyde,methoxycinnamaldehydep,M,no  ,jr_215.png,jr_215.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_G_c_CA_acetate,G-b-G-c-CA (acetate),gbgccaacetate,G,no  ,jr_216.png,jr_216.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_217,lignin_cw_compound_217,lignincwcompound217,L,no  ,jr_217.png,jr_217.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_218,lignin_cw_compound_218,lignincwcompound218,L,no  ,jr_218.png,jr_218.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
p_Methoxy_coumaryl_alcohol,p-Methoxy coumaryl alcohol,methoxycoumarylalcoholp,M,no  ,jr_219.png,jr_219.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
p_Methoxy_coumaryl_alcohol_acetate,p-Methoxy coumaryl alcohol acetate,methoxycoumarylalcoholacetatep,M,no  ,jr_220.png,jr_220.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
V_c_CA,V-c-CA,vcca,V,no  ,jr_221.png,jr_221.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_hydroxy_cinnamyl_alcohol_diacetate,Coumaryl alcohol acetate,coumarylalcoholacetate,C,no  ,jr_222.png,jr_222.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_acetoxy_cinnamaldehyde,4-acetoxy cinnamaldehyde,acetoxycinnamaldehyde,A,no  ,jr_223.png,jr_223.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_G_5_5_G_b_S_A_CH2,"S-b-G-5,5-G-b-S (A = CH2)",sbggbsach,S,no  ,jr_224.png,jr_224.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
H_b_S,H-b-S,hbs,H,no  ,jr_225.png,jr_225.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_bt_S_bt_G,G-bt-S-bt-G,gbtsbtg,G,no  ,jr_226.png,jr_226.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_S,S-b-S,sbs,S,no  ,jr_228.png,jr_228.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
cis_coniferyl_alcohol,cis-coniferyl alcohol,cisconiferylalcohol,C,no  ,jr_231.png,jr_231.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S,G-b-S,gbs,G,no  ,jr_232.png,jr_232.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b1_G,G-b1-G,gbg,G,no  ,jr_233.png,jr_233.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_c_G,G-c-G,gcg,G,no  ,jr_234.png,jr_234.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_G_b1_G,S-b-G-b1-G,sbgbg,S,no  ,jr_235.png,jr_235.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_a_G_b_G,G-a-G-b-G,gagbg,G,no  ,jr_237.png,jr_237.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
H_c_G,H-c-G,hcg,H,no  ,jr_239.png,jr_239.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_246,lignin_cw_compound_246,lignincwcompound246,L,no  ,jr_246.png,jr_246.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_247,lignin_cw_compound_247,lignincwcompound247,L,no  ,jr_247.png,jr_247.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_b_S_b_S,G-b-S-b-S,gbsbs,G,no  ,jr_250.png,jr_250.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_251,lignin_cw_compound_251,lignincwcompound251,L,no  ,jr_251.png,jr_251.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_253,lignin_cw_compound_253,lignincwcompound253,L,no  ,jr_253.png,jr_253.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_255,lignin_cw_compound_255,lignincwcompound255,L,no  ,jr_255.png,jr_255.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_256,lignin_cw_compound_256,lignincwcompound256,L,no  ,jr_256.png,jr_256.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_257,lignin_cw_compound_257,lignincwcompound257,L,no  ,jr_257.png,jr_257.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vanillin_a_G_b_CA,Vanillin-a-G-b-CA,vanillinagbca,V,no  ,jr_258.png,jr_258.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_260,lignin_cw_compound_260,lignincwcompound260,L,no  ,jr_260.png,jr_260.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_b_t_G_b_e_S5,S-b(t)-G-b(e)-S5,sbtgbes,S,no  ,jr_261.png,jr_261.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_264,lignin_cw_compound_264,lignincwcompound264,L,no  ,jr_264.png,jr_264.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_265,lignin_cw_compound_265,lignincwcompound265,L,no  ,jr_265.png,jr_265.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
S_a_S_b_S,S-a-S-b-S,sasbs,S,no  ,jr_266.png,jr_266.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_267,lignin_cw_compound_267,lignincwcompound267,L,no  ,jr_267.png,jr_267.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
H_b_H5t,H-b-H5t,hbht,H,no  ,jr_269.png,jr_269.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_5_O_4_G,G-5-O-4-G,gog,G,no  ,jr_273.png,jr_273.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
G_5_O_4_G_diacetate,G-5-O-4-G diacetate,gogdiacetate,G,no  ,jr_274.png,jr_274.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_275,lignin_cw_compound_275,lignincwcompound275,L,no  ,jr_275.png,jr_275.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_276,lignin_cw_compound_276,lignincwcompound276,L,no  ,jr_276.png,jr_276.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
dihydro_coniferyl_alcohol,dihydro-coniferyl alcohol,dihydroconiferylalcohol,D,no  ,jr_279.png,jr_279.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_280,lignin_cw_compound_280,lignincwcompound280,L,no  ,jr_280.png,jr_280.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_281,lignin_cw_compound_281,lignincwcompound281,L,no  ,jr_281.png,jr_281.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_282,lignin_cw_compound_282,lignincwcompound282,L,no  ,jr_282.png,jr_282.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
biphenyl_methane,biphenyl methane,biphenylmethane,B,no  ,jr_283.png,jr_283.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_284,lignin_cw_compound_284,lignincwcompound284,L,no  ,jr_284.png,jr_284.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_285,lignin_cw_compound_285,lignincwcompound285,L,no  ,jr_285.png,jr_285.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_286,lignin_cw_compound_286,lignincwcompound286,L,no  ,jr_286.png,jr_286.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_287,lignin_cw_compound_287,lignincwcompound287,L,no  ,jr_287.png,jr_287.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_288,lignin_cw_compound_288,lignincwcompound288,L,no  ,jr_288.png,jr_288.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_289,lignin_cw_compound_289,lignincwcompound289,L,no  ,jr_289.png,jr_289.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_290,lignin_cw_compound_290,lignincwcompound290,L,no  ,jr_290.png,jr_290.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_291,lignin_cw_compound_291,lignincwcompound291,L,no  ,jr_291.png,jr_291.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_292,lignin_cw_compound_292,lignincwcompound292,L,no  ,jr_292.png,jr_292.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_294,lignin_cw_compound_294,lignincwcompound294,L,no  ,jr_294.png,jr_294.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_295,lignin_cw_compound_295,lignincwcompound295,L,no  ,jr_295.png,jr_295.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_296,lignin_cw_compound_296,lignincwcompound296,L,no  ,jr_296.png,jr_296.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringol,Syringol,syringol,S,no  ,jr_40.png,jr_40.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratric_acid,Veratric acid,veratricacid,V,no  ,jr_44.png,jr_44.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_Dimethoxycinnamic_acid,"3,4-Dimethoxycinnamic acid",dimethoxycinnamicacid,D,no  ,jr_47.png,jr_47.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
4_Methoxycinnamic_acid,4-Methoxycinnamic acid,methoxycinnamicacid,M,no  ,jr_49.png,jr_49.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_50,lignin_cw_compound_50,lignincwcompound50,L,no  ,jr_50.png,jr_50.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_51,lignin_cw_compound_51,lignincwcompound51,L,no  ,jr_51.png,jr_51.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_52,lignin_cw_compound_52,lignincwcompound52,L,no  ,jr_52.png,jr_52.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
lignin_cw_compound_53,lignin_cw_compound_53,lignincwcompound53,L,no  ,jr_53.png,jr_53.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Anisole,Anisole,anisole,A,no  ,jr_54.png,jr_54.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
1_2_3_trimethoxybenzene,"1,2,3-trimethoxybenzene",trimethoxybenzene,T,no  ,jr_55.png,jr_55.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratrole,Veratrole,veratrole,V,no  ,jr_56.png,jr_56.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Veratraldehyde,Veratraldehyde,veratraldehyde,V,no  ,jr_57.png,jr_57.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Methyl_p_Coumarate,Methyl p-Coumarate,methylpcoumarate,M,no  ,jr_61.png,jr_61.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
methyl_3_4_5_trimethoxy_cinnamate,"methyl (3,4,5-trimethoxy)cinnamate",methyltrimethoxycinnamate,M,no  ,jr_62.png,jr_62.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
3_4_5_trimethoxy_cinnamic_acid,"3,4,5-trimethoxy cinnamic acid",trimethoxycinnamicacid,T,no  ,jr_63.png,jr_63.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Syringic_acid_methyl_ester,Syringic acid methyl ester,syringicacidmethylester,S,no  ,jr_64.png,jr_64.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Vanillic_acid_methyl_ester,Vanillic acid methyl ester,vanillicacidmethylester,V,no  ,jr_65.png,jr_65.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
Dihydrodehydrodiisoeugenol,Dihydrodehydrodiisoeugenol,dihydrodehydrodiisoeugenol,D,no  ,jr_66.png,jr_66.mol,2009-09-01,NMR Database of Lignin and Cell Wall Model Compounds
