id,bmrbtype,bmrbid,dirname,bottlename,commonname
1274,bmse,bmse010303,lignin_cw_compound_2036,"",lignin_cw_compound_2036
1275,bmse,bmse010304,lignin_cw_compound_2038,"",lignin_cw_compound_2038
1276,bmse,bmse010305,lignin_cw_compound_2040,"",lignin_cw_compound_2040
1277,bmse,bmse010306,lignin_cw_compound_2041,"",lignin_cw_compound_2041
1278,bmse,bmse010307,lignin_cw_compound_2042,"",lignin_cw_compound_2042
1279,bmse,bmse010308,lignin_cw_compound_2043,"",lignin_cw_compound_2043
1280,bmse,bmse010309,lignin_cw_compound_2049,"",lignin_cw_compound_2049
1281,bmse,bmse010310,lignin_cw_compound_2050,"",lignin_cw_compound_2050
1282,bmse,bmse010311,lignin_cw_compound_2052,"",lignin_cw_compound_2052
1283,bmse,bmse010312,lignin_cw_compound_2053,"",lignin_cw_compound_2053
1284,bmse,bmse010313,lignin_cw_compound_2057,"",lignin_cw_compound_2057
1285,bmse,bmse010314,lignin_cw_compound_2058,"",lignin_cw_compound_2058
1286,bmse,bmse010315,lignin_cw_compound_2062,"",lignin_cw_compound_2062
1287,bmse,bmse010316,lignin_cw_compound_2063,"",lignin_cw_compound_2063
1288,bmse,bmse010317,lignin_cw_compound_2064,"",lignin_cw_compound_2064
1289,bmse,bmse010318,Sinapyl_p_coumarate,"",Sinapyl p-coumarate
1290,bmse,bmse010319,lignin_cw_compound_2066,"",lignin_cw_compound_2066
1291,bmse,bmse010320,lignin_cw_compound_2067,"",lignin_cw_compound_2067
1292,bmse,bmse010321,lignin_cw_compound_2068,"",lignin_cw_compound_2068
1293,bmse,bmse010322,Seco_isolariciresinol,"",Seco-isolariciresinol
1294,bmse,bmse010323,lignin_cw_compound_2071,"",lignin_cw_compound_2071
1295,bmse,bmse010324,lignin_cw_compound_2072,"",lignin_cw_compound_2072
1296,bmse,bmse010325,lignin_cw_compound_2073,"",lignin_cw_compound_2073
1297,bmse,bmse010326,lignin_cw_compound_2074,"",lignin_cw_compound_2074
1298,bmse,bmse010327,lignin_cw_compound_2079,"",lignin_cw_compound_2079
1299,bmse,bmse010328,lignin_cw_compound_2080,"",lignin_cw_compound_2080
1300,bmse,bmse010329,lignin_cw_compound_2081,"",lignin_cw_compound_2081
1301,bmse,bmse010330,lignin_cw_compound_3001,"",lignin_cw_compound_3001
1302,bmse,bmse010331,lignin_cw_compound_3002,"",lignin_cw_compound_3002
1303,bmse,bmse010332,lignin_cw_compound_3003,"",lignin_cw_compound_3003
1304,bmse,bmse010333,lignin_cw_compound_3004,"",lignin_cw_compound_3004
1305,bmse,bmse010334,lignin_cw_compound_3005,"",lignin_cw_compound_3005
1306,bmse,bmse010335,lignin_cw_compound_3006,"",lignin_cw_compound_3006
1307,bmse,bmse010336,lignin_cw_compound_3008,"",lignin_cw_compound_3008
1308,bmse,bmse010337,lignin_cw_compound_3010,"",lignin_cw_compound_3010
1309,bmse,bmse010338,lignin_cw_compound_3011,"",lignin_cw_compound_3011
1310,bmse,bmse010339,lignin_cw_compound_3014,"",lignin_cw_compound_3014
1311,bmse,bmse010340,lignin_cw_compound_3015,"",lignin_cw_compound_3015
1312,bmse,bmse010341,lignin_cw_compound_3016,"",lignin_cw_compound_3016
1313,bmse,bmse010342,lignin_cw_compound_3017,"",lignin_cw_compound_3017
1314,bmse,bmse010343,lignin_cw_compound_3018,"",lignin_cw_compound_3018
1315,bmse,bmse010344,lignin_cw_compound_3019,"",lignin_cw_compound_3019
1316,bmse,bmse010345,lignin_cw_compound_3020,"",lignin_cw_compound_3020
1317,bmse,bmse010346,lignin_cw_compound_3021,"",lignin_cw_compound_3021
1318,bmse,bmse010347,lignin_cw_compound_3022,"",lignin_cw_compound_3022
1319,bmse,bmse010348,lignin_cw_compound_3023,"",lignin_cw_compound_3023
1320,bmse,bmse010349,lignin_cw_compound_3025,"",lignin_cw_compound_3025
1321,bmse,bmse010350,lignin_cw_compound_3026,"",lignin_cw_compound_3026
1322,bmse,bmse010351,lignin_cw_compound_3027,"",lignin_cw_compound_3027
1323,bmse,bmse010352,lignin_cw_compound_3028,"",lignin_cw_compound_3028
1324,bmse,bmse010353,lignin_cw_compound_3031,"",lignin_cw_compound_3031
1325,bmse,bmse010354,lignin_cw_compound_3033,"",lignin_cw_compound_3033
1326,bmse,bmse010355,lignin_cw_compound_3034,"",lignin_cw_compound_3034
1327,bmse,bmse010356,lignin_cw_compound_3035,"",lignin_cw_compound_3035
1328,bmse,bmse010357,lignin_cw_compound_3036,"",lignin_cw_compound_3036
1329,bmse,bmse010358,lignin_cw_compound_3037,"",lignin_cw_compound_3037
1330,bmse,bmse010359,lignin_cw_compound_3039,"",lignin_cw_compound_3039
1331,bmse,bmse010360,lignin_cw_compound_3040,"",lignin_cw_compound_3040
1332,bmse,bmse010361,lignin_cw_compound_3041,"",lignin_cw_compound_3041
1333,bmse,bmse010362,lignin_cw_compound_3042,"",lignin_cw_compound_3042
1334,bmse,bmse010363,lignin_cw_compound_3043,"",lignin_cw_compound_3043
1335,bmse,bmse010364,lignin_cw_compound_3044,"",lignin_cw_compound_3044
1336,bmse,bmse010365,lignin_cw_compound_3045,"",lignin_cw_compound_3045
1337,bmse,bmse010366,lignin_cw_compound_3046,"",lignin_cw_compound_3046
1338,bmse,bmse010367,lignin_cw_compound_3047,"",lignin_cw_compound_3047
1339,bmse,bmse010368,6_methoxy_indan_5_ol,"",6-methoxy-indan-5-ol
1340,bmse,bmse010369,lignin_cw_compound_3052,"",lignin_cw_compound_3052
1341,bmse,bmse010370,lignin_cw_compound_3053,"",lignin_cw_compound_3053
1342,bmse,bmse010371,lignin_cw_compound_3056,"",lignin_cw_compound_3056
1343,bmse,bmse010372,lignin_cw_compound_3058,"",lignin_cw_compound_3058
1344,bmse,bmse010373,lignin_cw_compound_3059,"",lignin_cw_compound_3059
1345,bmse,bmse010374,lignin_cw_compound_3061,"",lignin_cw_compound_3061
1346,bmse,bmse010375,lignin_cw_compound_3062,"",lignin_cw_compound_3062
1347,bmse,bmse010376,Simulanol,"",Simulanol
1348,bmse,bmse010377,buddlenol_E,"",buddlenol E
1349,bmse,bmse010378,buddlenol_A,"",buddlenol A
1350,bmse,bmse010379,SP_8_8_S,"",SP-(8-8)-S
1351,bmse,bmse010380,G_8_O_4_-S,"",G-(8-O-4)-S
1352,bmse,bmse010381,lignin_cw_compound_3068,"",lignin_cw_compound_3068
1353,bmse,bmse010382,lignin_cw_compound_3069,"",lignin_cw_compound_3069
1354,bmse,bmse010383,lignin_cw_compound_3070,"",lignin_cw_compound_3070
1355,bmse,bmse010384,lignin_cw_compound_3071,"",lignin_cw_compound_3071
1356,bmse,bmse010385,lignin_cw_compound_3,Veratrylglycerol-B-guaiacyl ether diacetate,lignin_cw_compound_3
1357,bmse,bmse010386,lignin_cw_compound_21,"2-(2,6-Dimethoxyphenoxy)-3-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)propan-1-one",lignin_cw_compound_21
1358,bmse,bmse010387,lignin_cw_compound_31,"1-(3,4-Dimethoxyphenyl)-2-[4-(1-hydroxyethyl) phenoxy] propane-1,3-diol ",lignin_cw_compound_31
1359,bmse,bmse010388,lignin_cw_compound_32,"1,3-diacetoxy-1-(3,4-dimethoxyphenyl)-2-[4-(1-acetoxyethyl) phenoxy] propane",lignin_cw_compound_32
1360,bmse,bmse010389,lignin_cw_compound_33,"1,3-diacetoxy-1-(3,4-dimethoxyphenyl)-2-[4-(1-acetoxyethyl)-2-methoxyphenoxy] propane",lignin_cw_compound_33
1361,bmse,bmse010390,lignin_cw_compound_34,"1-(3,4-dimethoxyphenyl)-2-[4-(1-hydroxyethyl)-2-methoxyphenoxy] propane-1,3-diol",lignin_cw_compound_34
1362,bmse,bmse010395,4_hydroxybenzoic_acid,4-hydroxybenzoic acid,4-hydroxybenzoic acid
1363,bmse,bmse010396,methyl_4_methoxy_cinnamate_methyl,methyl (4-methoxy)cinnamate,methyl (4-methoxy)cinnamate
1364,bmse,bmse010420,coniferin,Coniferin,Coniferin
1365,bmse,bmse010421,syringin,Syringin,Syringin
1366,bmse,bmse010422,alpha_beta_Xylose_Acetate,"alpha,beta Xylose Acetate","alpha,beta Xylose Acetate"
1367,bmse,bmse010423,lignin_cw_compound_131,"1-(4-hydroxy-3-methoxyphenyl)-2-[4-(1-hydroxyethyl)-2-methoxyphenoxy]propane-1,3-diol",lignin_cw_compound_131
1368,bmse,bmse010424,lignin_cw_compound_133,"1-(4-hydroxy-3-methoxyphenyl)-2-[4-(1-hydroxyethyl)phenoxy]-propane-1,3-diol",lignin_cw_compound_133
1369,bmse,bmse010425,lignin_cw_compound_137,"1,3-diacetoxy-1-(4-acetoxy-3-methoxyphenyl)-2-[4-(1-acetoxyethyl)phenoxy] propane",lignin_cw_compound_137
1370,bmse,bmse010426,G_beta_S5,G-beta-S5,G-beta-S5
1371,bmse,bmse010427,lignin_cw_compound_140,"1,3-diacetoxy-1-(4-acetoxy-3-methoxyphenyl)-2-[4-(1-acetoxyethyl)-2-methoxyphenoxy] propane",lignin_cw_compound_140
1372,bmse,bmse010428,p_Gluco_cinnamyl_alcohol,p-Gluco cinnamyl alcohol,p-Gluco cinnamyl alcohol
1373,bmse,bmse010430,lignin_cw_compound_172,"1,2-diguaiacylpropane-1,3-diol tetraacetate",lignin_cw_compound_172
1374,bmse,bmse010432,G_b_G_AcO,G-b-G-AcO,G-b-G-AcO
1375,bmse,bmse010433,S_b_S_AcO,S-b-S-AcO,S-b-S-AcO
1376,bmse,bmse010434,G_b_G_b1_G,G-b-G-b1-G,G-b-G-b1-G
1377,bmse,bmse010435,H_b_G_AcO,H-b-G-AcO,H-b-G-AcO
1378,bmse,bmse010436,lignin_cw_compound_240,lignin_cw_compound_240,lignin_cw_compound_240
1379,bmse,bmse010437,H_b_G_OH,H-b-G-OH,H-b-G-OH
1380,bmse,bmse010438,G_b_S_OH,G-b-S-OH,G-b-S-OH
1381,bmse,bmse010439,S_b_S_OH,S-b-S-OH,S-b-S-OH
1382,bmse,bmse010440,G_b_H,G-b-H,G-b-H
1383,bmse,bmse010441,G_b_G_OH,G-b-G-OH,G-b-G-OH
1384,bmse,bmse010442,H_b_S_OH,H-b-S-OH,H-b-S-OH
1385,bmse,bmse010443,lignin_cw_compound_252,lignin_cw_compound_252,lignin_cw_compound_252
1386,bmse,bmse010444,lignin_cw_compound_254,lignin_cw_compound_254,lignin_cw_compound_254
1387,bmse,bmse010445,dihydrodiconiferyl_alcohol,dihydrodiconiferyl alcohol,dihydrodiconiferyl alcohol
1388,bmse,bmse010446,lignin_cw_compound_262,lignin_cw_compound_262,lignin_cw_compound_262
1389,bmse,bmse010447,lignin_cw_compound_263,lignin_cw_compound_263,lignin_cw_compound_263
1390,bmse,bmse010448,lignin_cw_compound_272,lignin_cw_compound_272,lignin_cw_compound_272
1391,bmse,bmse010449,dibenzodioxicin,dibenzodioxicin,dibenzodioxicin
1392,bmse,bmse010450,lignin_cw_compound_278,lignin_cw_compound_278,lignin_cw_compound_278
1393,bmse,bmse010451,lignin_cw_compound_293,lignin_cw_compound_293,lignin_cw_compound_293
1394,bmse,bmse010452,Veratryl_alcohol_methyl_ether,Veratryl alcohol methyl ether,Veratryl alcohol methyl ether
1395,bmse,bmse010453,Methoxy_hydroxy_stilbene_carboxylic_acid,3-Methoxy-4-hydroxy stilbene carboxylic acid,3-Methoxy-4-hydroxy stilbene carboxylic acid
1396,bmse,bmse010454,lignin_cw_compound_299,lignin_cw_compound_299,lignin_cw_compound_299
1397,bmse,bmse010455,5_O_4_diacetovanillone,5-O-4 diacetovanillone,5-O-4 diacetovanillone
1398,bmse,bmse010456,guaiacyl_chalcone,guaiacyl chalcone,guaiacyl chalcone
1399,bmse,bmse010457,345_trimethoxy_cinnamyl_alcohol,"3,4,5-trimethoxy cinnamyl alcohol","3,4,5-trimethoxy cinnamyl alcohol"
1400,bmse,bmse010458,lignin_cw_compound_2004,"4-[3-Hydroxymethyl-5-(3-hydroxypropenyl)-7-methoxy-2,3-dihydrobenzofuran-2-yl]-2-methoxyphenol",lignin_cw_compound_2004
1401,bmse,bmse010459,lignin_cw_compound_2007,"1,4-bis-(4-hydroxy-3-methoxypheny)l-1,3-butadiene",lignin_cw_compound_2007
1402,bmse,bmse010460,coniferyl_benzoate,coniferyl benzoate,coniferyl benzoate
1403,bmse,bmse010461,Guaiacylglycerol_B_coniferyl,Guaiacylglycerol-B-coniferyl ether,Guaiacylglycerol-B-coniferyl ether
1404,bmse,bmse010462,Guaiacylglycerol_B_coniferyl,Guaiacylglycerol-B-coniferyl ether,Guaiacylglycerol-B-coniferyl ether
1405,bmse,bmse010463,lignin_cw_compound_2017,lignin_cw_compound_2017,lignin_cw_compound_2017
1406,bmse,bmse010464,lignin_cw_compound_2019,3-(4-Hydroxy-3-methoxyphenyl)-2-[2-hydroxy-3-methoxy-5-(2-propoxycarbonylvinyl)phenyl] acrylic acid ethyl ester,lignin_cw_compound_2019
1407,bmse,bmse010465,lignin_cw_compound_2021,"3-[2-(4-Hydroxy-3-methoxyphenyl)-3-hydroxymethyl-7-methoxy-2,3-dihydrobenzofuran-5-yl] prop-2-enal",lignin_cw_compound_2021
1408,bmse,bmse010466,lignin_cw_compound_2023,Guaiacylglycerol-A-dehydrodiconiferyl-bis-ether peracetate diastereomeric mixture,lignin_cw_compound_2023
1409,bmse,bmse010467,lignin_cw_compound_2024,"Veratrylglycerol-alpha-dehydrodiconiferyl-beta-coniferyl-bis-ether peracetate, diastereomeric mixture",lignin_cw_compound_2024
1472,bmst,bmst000057,citrate,citrate_3458,Citrate
1410,bmse,bmse010468,lignin_cw_compound_2025,Guaiacylglycerol-A-pinoresinol-B-coniferyl-bis-ether diastereomeric mixture,lignin_cw_compound_2025
1411,bmse,bmse010469,lignin_cw_compound_2027,"4-cis-8-cis-bis (4-hydroxy-3-methoxyphenyl)-3,7-dioxabicylclo[3-3-0] octan-2-one diacetate",lignin_cw_compound_2027
1412,bmse,bmse010470,lignin_cw_compound_2028,"4-trans-8-cis-bis( 4-hydroxy-3-methoxyphenyl)-3,7-dioxabicyclo [3-3-0] octan-2-one",lignin_cw_compound_2028
1413,bmse,bmse010471,lignin_cw_compound_2029,"3,6-bis(4-hydroxy-3-methoxyphenyl)-tetrahydro-furo[3,4-c]furan-1-one",lignin_cw_compound_2029
1414,bmse,bmse010472,lignin_cw_compound_2030,"4-cis-8-cis-bis (4-hydroxy-3-methoxyphenyl)-3,7-dioxabicylclo[3-3-0] octan-2-one diacetate",lignin_cw_compound_2030
1415,bmse,bmse010473,lignin_cw_compound_2033,lignin_cw_compound_2033,lignin_cw_compound_2033
1416,bmse,bmse010474,lignin_cw_compound_2034,lignin_cw_compound_2034,lignin_cw_compound_2034
1417,bmse,bmse010475,lignin_cw_compound_2037,lignin_cw_compound_2037,lignin_cw_compound_2037
1418,bmse,bmse010476,lignin_cw_compound_2039,4-0-5 coupled dehydrovanillin / vanillyl alcohol,lignin_cw_compound_2039
1419,bmse,bmse010477,lignin_cw_compound_2044,lignin_cw_compound_2044,lignin_cw_compound_2044
1420,bmse,bmse010478,lignin_cw_compound_2045,lignin_cw_compound_2045,lignin_cw_compound_2045
1421,bmse,bmse010479,lignin_cw_compound_2046,lignin_cw_compound_2046,lignin_cw_compound_2046
1422,bmse,bmse010480,lignin_cw_compound_2047,lignin_cw_compound_2047,lignin_cw_compound_2047
1423,bmse,bmse010481,lignin_cw_compound_2048,lignin_cw_compound_2048,lignin_cw_compound_2048
1424,bmse,bmse010483,lignin_cw_compound_2051,"4-[3-Hydroxymethyl-5-(3-hydroxypropenyl)-7-methoxy-2,3-dihydrobenzofuran-2-yl]-1,2-dimethoxyphenyl",lignin_cw_compound_2051
1425,bmse,bmse010484,lignin_cw_compound_2054,lignin_cw_compound_2054,lignin_cw_compound_2054
1426,bmse,bmse010485,lignin_cw_compound_2055,lignin_cw_compound_2055,lignin_cw_compound_2055
1427,bmse,bmse010486,5_5_Dehydrodiferulic_Acid,"5-5, Dehydrodiferulic Acid","5-5, Dehydrodiferulic Acid"
1428,bmse,bmse010487,lignin_cw_compound_2059,Guaiacylglycerol-A-pinoresinol-B-coniferyl-bis-ether (Ac?d),lignin_cw_compound_2059
1429,bmse,bmse010488,lignin_cw_compound_2060,lignin_cw_compound_2060,lignin_cw_compound_2060
1430,bmse,bmse010489,lignin_cw_compound_2061,lignin_cw_compound_2061,lignin_cw_compound_2061
1431,bmse,bmse010490,Isotaxiresinol,Isotaxiresinol,Isotaxiresinol
1432,bmse,bmse010492,lignin_cw_compound_2075,G-p-coumaroylated syringylglycerol-B04-guaiacol ether (Ac?d),lignin_cw_compound_2075
1433,bmse,bmse010493,lignin_cw_compound_2076,G-p-coumaroylated syringylglycerol-B04-guaiacyl ether,lignin_cw_compound_2076
1434,bmse,bmse010494,lignin_cw_compound_2077,G-p-coumaroylated syringylglycerol-B04-guiacol ether (Ac?d),lignin_cw_compound_2077
1435,bmse,bmse010495,lignin_cw_compound_2078,G-p-coumaroylated syringylglycerol-?04-guaiacyl ether,lignin_cw_compound_2078
1436,bmse,bmse010496,lignin_cw_compound_2082,lignin_cw_compound_2082,lignin_cw_compound_2082
1437,bmse,bmse010497,lignin_cw_compound_3007,"Acetic acid 3-acetoxy-2,3-bis-(4-acetoxy-3-methoxyphenyl)propyl ester",lignin_cw_compound_3007
1438,bmse,bmse010498,lignin_cw_compound_3009,lignin_cw_compound_3009,lignin_cw_compound_3009
1439,bmse,bmse010499,lignin_cw_compound_3013,"Acetic acid 3-acetoxy-3-(4-acetoxy-3-methoxyphenyl)-2-{4-[1,3-diacetoxy-2-(4-acetoxy-3-methoxyphenyl)propyl]-2-methoxyphenoxy} propyl ester",lignin_cw_compound_3013
1440,bmse,bmse010502,lignin_cw_compound_3024,"3-(4-{3-carboxyoxy-1-(3,4-dimethoxyphenyl)-2-[2-methoxy-4-(2-methoxycarbonylvinyl)phenoxy]propoxy}phenyl)acrylic acid methyl ester",lignin_cw_compound_3024
1441,bmse,bmse010504,lignin_cw_compound_3029,"1-(4-benzyloxy-3-methoxyphenyl)-propane-1,3-diol",lignin_cw_compound_3029
1442,bmse,bmse010505,lignin_cw_compound_3030,beta-[5-(2-formylvinyl)-2-hydroxy-3-methoxyphenyl]coniferyl aldehyde,lignin_cw_compound_3030
1443,bmse,bmse010506,lignin_cw_compound_3032,"2,3-diformyl-1,4-bis(4-hydroxy-3-methoxyphenyl)buta-1,3-diene",lignin_cw_compound_3032
1444,bmse,bmse010507,lignin_cw_compound_3038,lignin_cw_compound_3038,lignin_cw_compound_3038
1445,bmse,bmse010508,lignin_cw_compound_3049,"2,3-bis-ethylsulfanyl-6-methoxy-1H-inden-5-ol",lignin_cw_compound_3049
1446,bmse,bmse010509,lignin_cw_compound_3050,lignin_cw_compound_3050,lignin_cw_compound_3050
1447,bmse,bmse010510,lignin_cw_compound_3051,lignin_cw_compound_3051,lignin_cw_compound_3051
1448,bmse,bmse010511,lignin_cw_compound_3054,lignin_cw_compound_3054,lignin_cw_compound_3054
1449,bmse,bmse010512,lignin_cw_compound_3055,lignin_cw_compound_3055,lignin_cw_compound_3055
1450,bmse,bmse010514,lignin_cw_compound_3057,lignin_cw_compound_3057,lignin_cw_compound_3057
1451,bmse,bmse010515,lignin_cw_compound_3060,lignin_cw_compound_3060,lignin_cw_compound_3060
1452,bmse,bmse010516,S_8_O_4_G_8_5_G,S-(8-O-4)-G-(8-5)-G,S-(8-O-4)-G-(8-5)-G
1453,bmse,bmse010517,lignin_cw_compound_3012,lignin_cw_compound_3012,lignin_cw_compound_3012
1454,bmse,bmse010518,lignin_cw_compound_166,lignin_cw_compound_166,lignin_cw_compound_166
1455,bmse,bmse010519,lignin_cw_compound_168,lignin_cw_compound_168,lignin_cw_compound_168
1456,bmse,bmse010520,Guaiacylglycerol_B_syringyl_ether,Guaiacylglycerol-B-syringyl ether,Guaiacylglycerol-B-syringyl ether
1457,bmse,bmse010521,S_b_G,S-b-G,S-b-G
1458,bmst,bmst000001,1_3_diaminopropane,1_3_diaminopropane_4233,"1,3-Diaminopropane"
1459,bmst,bmst000002,2_deoxyguanosine,2_deoxyguanosine_3624,2'-Deoxyguanosine
1460,bmst,bmst000007,adenine,adenine_3447,Adenine
1461,bmst,bmst000008,adenosine,adenosine_3512,Adenosine
1462,bmst,bmst000009,adonitol,adonitol_841607,Adonitol
1463,bmst,bmst000010,ADP,ADP_3310,ADP
1464,bmst,bmst000019,lactose,alpha_lactose_3542,alpha-Lactose
1465,bmst,bmst000022,AMP,AMP_3322,AMP
1466,bmst,bmst000023,anthranilic_acid,anthranilic_acid_3408,Anthranilic acid
1467,bmst,bmst000033,ATP,ATP_3304,ATP
1468,bmst,bmst000039,betaine,betaine_3985,Betaine
1469,bmst,bmst000051,cadaverine,cadaverine_4816,Cadaverine
1470,bmst,bmst000052,cAMP,cAMP_3854,cyclic AMP
1471,bmst,bmst000056,chorismic_acid,chorismic_acid_3550,Chorismic acid
1632,bmst,bmst000291,UMP,UMP_3405,UMP
1473,bmst,bmst000058,coumarin,coumarin_8144,Coumarin
1474,bmst,bmst000059,creatine,creatine_3594,Creatine
1475,bmst,bmst000063,dehydro_proline,dehydro_proline_680495,"3,4-Dehydro-d/L-proline"
1476,bmst,bmst000074,fumaric_acid,fumaric_acid_3422,Fumaric acid
1477,bmst,bmst000076,gluconic_acid,gluconic_acid_153991,Gluconic acid
1478,bmst,bmst000084,glycine,glycine_3339,glycine
1479,bmst,bmst000086,guanine,guanine_149248,Guanine
1480,bmst,bmst000089,4_hydroxybenzoic_acid,4_hydroxybenzoic_acid_3456,4-Hydroxy-benzoic acid
1481,bmst,bmst000090,4_hydroxycinnamic_acid,4_hydroxycinnamic_acid_4069,4-Hydroxycinnamic acid
1482,bmst,bmst000091,hypoxanthine,hypoxanthine_149159,Hypoxanthine
1483,bmst,bmst000092,i_erythritol,i_erythritol_3786,i-Erythritol
1484,bmst,bmst000093,imidazole,imidazole_4744,Imidazole
1485,bmst,bmst000094,indole,indole_3747,Indole
1486,bmst,bmst000095,inosine,inosine_3588,Inosine
1487,bmst,bmst000097,L_citrulline,L_citrulline_3621,L-Citrulline
1488,bmst,bmst000098,L_cystathionine,L_cystathionine_5347,L-Cystathionine
1489,bmst,bmst000101,L_homoserine,L_homoserine_3561,L-Homoserine
1490,bmst,bmst000105,meso_erythritol,meso_erythritol_3786,meso-Erythritol
1491,bmst,bmst000108,muco_inositol,muco_inositol_8908,muco-Inositol
1492,bmst,bmst000109,myo_inositol,myo_inositol_3437,myo-Inositol
1493,bmst,bmst000110,N_acetyl_D_mannosamine,N_acetyl_D_mannosamine_3918,N-Acetyl-D-mannosamine
1494,bmst,bmst000112,NAD,NAD_3305,NAD
1495,bmst,bmst000113,NADH,NADH_3306,NADH
1496,bmst,bmst000114,NADPH,NADPH_3307,NADPH
1497,bmst,bmst000115,niacin,niacin_3552,Nicotinic acid
1498,bmst,bmst000117,nicotine,nicotine_4007,(+/-) Nicotine
1499,bmst,bmst000119,O_succinyl_L_homoserine,O_succinyl_L_homoserine_4349,O-Succinyl-L-homoserine
1500,bmst,bmst000123,prephenic_acid,prephenic_acid_3553,Prephenic acid
1501,bmst,bmst000125,putrescine,putrescine_3434,"Putrescine (1,4 diaminobutane)"
1502,bmst,bmst000126,pyridoxal,pyridoxal_3549,Pyridoxal
1503,bmst,bmst000127,pyridoxal_5_phosphate,pyridoxal_5_phosphate_3320,Pyridoxal-5-phosphate
1504,bmst,bmst000131,S_adenosyl_L_methionine,S_adenosyl_L_methionine_3321,s-(5'-Adenosyl)-L-methionine
1505,bmst,bmst000151,xanthine,xanthine_149179,Xanthine
1506,bmst,bmst000154,1_3_dimethylurea,1_3_dimethylurea_150345,"1,3-Dimethylurea"
1507,bmst,bmst000156,2_amino_5_ethyl_1_3_4_thiadiazole,2_amino_5_ethyl_1_3_4_thiadiazole_169177,"2-Amino-5-ethyl-1,3,4-thiadiazole"
1508,bmst,bmst000159,3_hydroxybutyrate,3_hydroxybutyrate_152509,3-Hydroxybutyrate
1509,bmst,bmst000160,4_2_aminoethyl_morpholine,4_2_aminoethyl_morpholine_cid_408285,4-(2-Aminoethyl)morpholine
1510,bmst,bmst000161,4_aminoantipyrine,4_aminoantipyrine_149712,4-Aminoantipyrine
1511,bmst,bmst000162,4_aminobenzoic_acid,4_aminobenzoic_acid_3847,4-Aminobenzoic acid
1512,bmst,bmst000163,4_hydroxyphenethyl_alcohol,4_hydroxyphenethyl_alcohol_8315,4-Hydroxyphenethyl alcohol
1513,bmst,bmst000164,5_acetylamido_2_chloroaniline,5_acetylamido_2_chloroaniline_681431,5-Acetylamido-2-chloroaniline
1514,bmst,bmst000165,6_phosphogluconic_acid,6_phosphogluconic_acid_3638,6-Phosphogluconic acid
1515,bmst,bmst000166,ADA,ADA_694467,N-(2-Acetamido)iminodiacetic acid
1516,bmst,bmst000167,DL_alpha_glycerol_phosphate,DL_alpha_glycerol_phosphate_148805,DL-alpha-Glycerol phosphate
1517,bmst,bmst000168,DL_pipecolic_acid,DL_pipecolic_acid_3698,DL-Pipecolic acid
1518,bmst,bmst000169,DL_serine,DL_serine_3982,DL-Serine
1519,bmst,bmst000170,D_3_phosphoglyceric_acid,D_3_phosphoglyceric_acid_3497,D-(-)-3-Phosphoglyceric acid
1520,bmst,bmst000171,D_L_glyceraldehyde,D_L_glyceraldehyde_5231,"D,L-Glyceraldehyde"
1521,bmst,bmst000172,D_alanine,D_alanine_3433,D-Alanine
1522,bmst,bmst000173,D_carnitine,D_carnitine_3770,D-Carnitine
1523,bmst,bmst000174,D_cellobiose,D_cellobiose_3485,D-Cellobiose
1524,bmst,bmst000175,D_citrulline,D_citrulline_254119,D-Citrulline
1525,bmst,bmst000177,D_galacturonic_acid,D_galacturonic_acid_3627,D-Galacturonic acid
1526,bmst,bmst000178,D_glucosamine_6_phosphate,D_glucosamine_6_phosphate_3645,D-Glucosamine 6-phosphate
1527,bmst,bmst000180,D_ribose_5_phosphate,D_ribose_5_phosphate_3417,D-Ribose 5-phosphate
1528,bmst,bmst000182,D_saccharate,D_saccharate_668181,D-Saccharate
1529,bmst,bmst000183,D_xylonate_cadmium,D_xylonate_cadmium_3785,D-Xylonate
1530,bmst,bmst000184,HEPES,HEPES_166367,HEPES
1531,bmst,bmst000185,L-ascorbate,L-ascorbate_148575,L-Ascorbate
1532,bmst,bmst000186,L_arginine_L_glutamate,L_arginine_L_glutamate_163138,L-Arginine L-Glutamate
1533,bmst,bmst000187,L_carnosine,L_carnosine_3676,L-Carnosine
1534,bmst,bmst000188,L_glutathione_oxidized,L_glutathione_oxidized_3427,"L(-)-Glutathione, oxidized"
1535,bmst,bmst000189,L_glutathione_reduced,L_glutathione_reduced_3353,L-Glutathione reduced
1536,bmst,bmst000190,L_gulonolactone,L_gulonolactone_4282,L-Gulonolactone
1537,bmst,bmst000191,L_kynurenine,L_kynurenine_3622,L-Kynurenine
1538,bmst,bmst000192,L_lactic_acid,L_lactic_acid_3486,L-(+) Lactic acid
1539,bmst,bmst000194,L_ornithine,L_ornithine_3377,L-Ornithine
1540,bmst,bmst000195,L_selenomethionine,L_selenomethionine_682499,L(+)-Selenomethionine
1541,bmst,bmst000196,L_tartaric_acid,L_tartaric_acid_4154,L-Tartaric acid
1542,bmst,bmst000197,N_N_dimethylglycine,N_N_dimethylglycine_4271,"N,N-Dimethylglycine"
1543,bmst,bmst000198,N_acetyl_D_glucosamine,N_acetyl_D_glucosamine_166661,N-Acetyl-D-glucosamine
1544,bmst,bmst000199,N_acetyl_D_glucosamine_1_phosphate,N_acetyl_D_glucosamine_1_phosphate_6921,N-Acetyl-D-glucosamine 1-phosphate
